Pos,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Round
TE,77,256,4.96,32.5,21,107.0,7.33,4.29,8
OLB,76,242,4.6,35.0,17,122.0,6.86,4.05,4
CB,70,192,4.53,35.0,16,119.0,7.12,4.47,8
WR,69,191,4.47,36.0,15,117.0,6.71,3.78,2
S,72,194,4.59,37.0,12,122.0,6.9,4.24,8
DE,76,257,4.93,34.0,25,115.0,7.09,4.23,7
CB,70,196,4.47,36.5,15,120.0,7.0,4.24,2
OLB,75,234,4.69,36.5,19,123.0,6.99,4.28,5
RB,69,213,4.81,31.0,21,105.0,7.13,4.28,8
ILB,73,249,4.83,30.5,18,102.0,7.28,4.21,8
WR,72,194,4.53,41.5,16,130.0,7.0,4.1,2
OG,76,307,5.26,25.5,30,88.0,7.96,4.81,7
QB,75,223,4.67,35.0,18,108.0,7.05,4.28,1
RB,70,191,4.52,33.0,16,120.0,7.38,4.36,8
WR,72,190,4.32,39.0,15,126.0,6.68,3.93,2
RB,68,237,4.47,35.0,30,116.0,7.18,4.25,7
WR,75,207,4.52,36.5,17,122.0,7.02,4.09,5
OT,77,301,5.23,29.0,26,103.0,7.84,4.88,6
OT,77,300,5.53,25.5,32,104.0,8.62,4.98,8
DT,75,298,5.03,31.5,31,105.0,7.52,4.46,8
OT,80,313,5.27,29.5,30,101.0,7.65,4.6,1
OLB,72,233,4.95,32.0,17,111.0,7.47,4.46,8
CB,71,201,4.62,31.0,13,123.0,6.99,4.21,4
RB,72,195,4.47,38.0,16,112.0,6.87,4.02,3
OG,76,316,5.46,24.0,27,98.0,8.52,4.73,8
QB,74,220,4.59,35.0,18,115.0,7.06,4.11,7
S,74,212,4.53,37.5,24,124.0,6.75,3.88,4
WR,73,194,4.42,39.5,16,123.0,6.77,4.1,2
ILB,73,244,4.77,31.5,20,112.0,7.29,4.4,5
DT,77,304,5.0,31.0,30,109.0,7.83,4.67,3
S,73,219,4.57,38.0,24,124.0,6.75,4.0,8
OG,76,333,5.57,27.5,30,97.0,8.37,4.97,8
DE,79,276,4.86,33.0,36,107.0,7.18,4.25,2
FB,76,240,4.75,34.0,22,116.0,7.34,4.51,8
QB,74,210,4.81,32.5,17,106.0,6.9,4.08,5
OG,76,324,5.44,28.5,22,101.0,8.31,4.69,8
DT,75,313,5.1,31.0,27,103.0,7.57,4.41,4
FB,73,244,4.53,40.0,21,123.0,7.25,4.12,4
C,75,300,5.1,29.0,28,103.0,7.46,4.55,8
OG,77,355,5.5,23.0,20,94.0,8.37,5.15,8
ILB,75,247,4.71,34.0,20,116.0,6.78,4.11,8
WR,74,211,4.55,37.5,17,121.0,7.03,4.11,8
CB,70,178,4.57,36.5,3,121.0,6.64,3.92,6
QB,75,224,4.77,31.5,19,106.0,6.75,3.87,5
OLB,73,233,4.67,31.0,19,110.0,7.3,4.35,2
RB,73,226,4.66,41.5,21,126.0,7.0,4.13,8
RB,71,214,4.72,34.0,19,110.0,7.09,4.08,8
RB,71,200,4.67,35.5,15,117.0,6.98,4.2,8
OG,76,349,5.49,28.5,32,97.0,8.12,4.81,2
OLB,73,231,4.83,30.0,24,116.31,7.18,4.41,4
CB,73,195,4.57,34.0,10,117.0,7.25,4.33,8
DE,74,261,4.77,37.5,22,112.0,7.12,4.28,8
RB,73,222,4.57,35.5,20,119.0,6.82,4.16,2
C,75,300,5.46,27.0,32,99.0,7.51,4.6,3
DT,77,310,4.91,34.5,32,111.0,7.85,4.81,2
OLB,77,248,4.64,42.0,20,122.0,7.09,4.21,5
QB,74,235,4.82,33.5,20,111.0,7.35,4.26,4
WR,72,217,4.56,40.5,18,126.0,6.82,4.13,7
CB,69,177,4.59,37.0,11,117.0,7.18,4.29,7
RB,73,214,4.55,34.0,16,119.0,7.04,4.26,3
DE,75,282,4.69,31.0,24,118.0,7.69,4.39,1
DE,75,272,4.87,31.0,23,109.0,7.52,4.25,4
RB,72,221,4.6,42.0,27,121.0,7.12,4.3,1
OG,76,316,5.34,30.5,27,100.0,8.15,5.05,2
FB,74,271,4.97,28.0,22,107.0,7.48,4.52,8
DE,76,259,4.67,40.0,20,129.0,6.97,4.19,7
TE,74,251,4.69,30.5,18,113.0,7.07,4.21,5
DT,74,295,5.27,30.5,25,104.0,7.68,4.64,4
QB,76,215,4.89,32.0,18,112.0,7.0,4.21,1
OLB,75,253,4.55,34.0,27,115.0,7.15,4.44,1
S,72,216,4.61,36.5,14,120.0,7.59,4.34,8
ILB,74,238,4.87,40.0,20,118.0,7.24,4.36,6
WR,71,193,4.45,33.0,16,114.0,6.65,4.26,5
FB,70,224,4.78,31.5,25,117.0,7.27,4.08,5
RB,70,218,4.76,35.0,12,112.0,7.08,4.14,8
S,71,190,4.63,35.5,15,118.0,7.12,3.88,8
TE,77,255,4.77,35.0,21,120.0,6.87,4.1,6
OG,76,305,5.22,28.0,33,103.0,7.56,4.6,7
DT,79,308,4.87,27.5,24,110.0,7.71,4.66,1
RB,73,206,4.57,35.0,26,113.0,7.11,4.29,7
OG,76,303,5.08,29.5,22,104.0,7.85,4.64,8
DT,74,293,5.06,33.5,23,113.0,7.37,4.36,3
OT,78,300,5.33,28.5,20,101.0,7.58,4.54,5
WR,71,186,4.47,41.0,15,129.0,6.84,4.04,6
DE,78,267,4.96,40.5,19,119.0,7.27,4.38,8
S,72,216,4.68,34.5,18,125.0,7.01,4.16,8
CB,72,204,4.49,36.0,18,124.0,6.99,4.22,1
CB,71,205,4.39,39.5,8,121.0,6.84,4.01,8
WR,74,205,4.45,39.0,17,122.0,7.15,4.1,8
DE,77,258,4.82,35.5,17,119.0,7.21,4.36,3
FB,73,242,4.74,34.0,22,119.0,7.4,4.35,5
WR,74,225,4.7,34.5,19,118.0,7.12,4.02,4
TE,76,251,4.6,38.0,18,117.0,6.9,4.18,2
TE,75,265,4.79,33.5,20,111.0,7.43,4.43,5
CB,69,192,4.53,40.5,11,115.0,6.81,3.97,8
DE,77,279,4.89,33.5,26,107.0,7.28,4.51,7
S,75,212,4.62,32.5,15,117.0,7.26,4.1,8
OG,75,316,5.43,27.0,27,95.0,8.28,4.91,8
QB,74,221,4.86,27.0,18,100.0,7.34,4.5,5
OT,77,293,5.09,29.5,24,108.0,7.34,4.49,7
OLB,75,244,4.62,32.5,20,114.0,6.75,4.25,3
ILB,73,235,4.7,33.5,24,114.0,7.21,4.35,8
S,73,211,4.6,36.5,16,122.0,6.96,4.14,2
WR,67,155,4.31,35.0,12,119.0,6.84,4.11,7
CB,70,194,4.48,36.5,15,119.0,7.1,4.01,5
CB,73,196,4.58,35.5,12,118.0,6.65,3.97,5
TE,79,270,4.76,32.5,22,115.0,6.84,4.17,4
S,74,221,4.49,41.0,22,122.0,6.81,4.07,6
FB,71,245,4.89,32.0,23,108.0,7.53,4.34,4
WR,73,190,4.55,32.5,15,119.0,7.08,4.17,6
WR,73,203,4.47,36.5,17,123.0,6.83,4.09,5
OG,75,304,5.32,31.0,29,104.0,7.9,4.78,8
RB,70,214,4.55,32.5,14,112.0,7.11,4.28,8
QB,76,221,4.59,38.5,18,120.0,6.85,3.9,3
TE,76,240,4.59,35.0,25,113.0,7.3,4.24,8
S,75,208,4.5,39.5,13,126.0,6.51,3.92,2
C,75,300,4.97,33.5,23,105.0,7.36,4.51,3
TE,75,247,4.88,29.5,18,112.0,7.58,4.28,4
RB,70,215,4.93,31.0,8,107.0,7.25,4.39,8
C,74,263,4.92,37.5,18,114.0,7.28,4.46,8
WR,70,190,4.51,33.5,15,117.0,6.84,4.16,5
RB,71,218,4.66,33.5,12,117.0,7.12,4.29,8
S,73,220,4.55,35.0,15,128.0,7.0,4.15,5
OG,77,335,5.28,26.0,22,100.81,8.07,4.94,8
OG,75,295,5.22,33.5,25,107.0,7.65,4.62,8
ILB,75,250,4.82,33.5,26,113.0,7.48,4.38,7
DE,76,269,4.56,31.5,25,111.0,7.38,4.51,7
OLB,73,239,4.61,36.5,23,113.0,7.25,4.37,8
DT,75,293,5.26,25.5,32,96.0,7.84,4.64,8
RB,71,208,4.53,38.5,23,119.0,7.04,4.24,2
OG,74,316,5.31,25.5,29,98.0,8.12,4.8,8
RB,71,219,4.62,34.5,15,120.0,7.12,4.29,6
QB,75,206,4.95,30.0,17,108.0,7.28,4.44,8
WR,74,200,4.69,33.5,16,117.0,6.87,4.27,7
TE,74,236,4.65,32.0,18,115.0,7.2,4.35,8
WR,73,191,4.52,38.0,15,126.0,6.9,4.15,8
QB,74,223,4.88,29.0,18,107.0,7.46,4.28,6
S,74,215,4.61,35.0,22,117.0,7.03,4.25,3
CB,70,185,4.67,38.0,16,118.0,7.37,4.39,8
DE,75,259,4.65,32.5,21,116.0,7.37,4.31,3
TE,75,265,4.77,38.5,21,117.0,7.41,4.48,5
DE,75,279,4.81,33.5,24,114.0,7.46,4.27,2
TE,76,255,4.75,29.0,21,110.0,7.34,4.29,4
C,75,300,5.07,33.5,36,97.0,7.68,4.69,4
RB,70,214,4.68,34.0,14,119.0,7.59,4.6,6
ILB,75,261,4.74,33.5,20,116.0,7.38,4.34,8
S,73,214,4.66,31.5,18,115.0,7.04,4.26,5
OG,74,319,5.5,26.0,27,93.0,8.12,5.23,8
OT,76,320,5.22,30.0,27,106.0,7.84,4.81,2
C,76,309,5.37,26.5,23,93.0,7.9,4.63,8
QB,74,219,5.24,33.5,18,112.0,7.12,4.09,1
RB,71,210,4.61,32.0,20,113.0,7.08,4.14,8
CB,71,186,4.47,39.5,10,120.0,6.86,4.15,3
OLB,74,251,4.73,36.0,22,117.0,7.02,4.19,6
OG,78,331,5.57,25.0,20,93.0,9.0,5.16,7
OG,76,300,5.3,27.5,22,88.0,7.65,4.79,8
TE,77,253,4.97,31.0,14,114.0,7.37,4.27,5
RB,71,218,4.42,40.5,21,124.0,6.96,3.93,6
DE,76,268,4.9,32.5,26,110.0,7.5,4.61,7
C,74,304,5.33,29.0,30,100.0,7.87,4.59,8
CB,70,194,4.47,37.5,11,120.0,6.95,4.18,1
S,74,192,4.62,37.0,16,119.0,7.09,4.11,8
OG,75,311,5.3,28.5,24,98.0,7.84,4.71,1
CB,75,214,4.69,37.0,12,123.0,6.78,4.2,8
TE,76,271,4.9,28.5,16,112.0,7.46,4.38,8
OLB,74,244,4.53,42.0,26,125.0,7.1,4.11,2
S,73,193,4.62,30.5,16,110.0,7.0,4.22,7
FB,74,252,4.93,29.0,20,111.0,7.63,4.53,8
DE,76,265,4.98,36.5,24,112.0,7.35,4.22,6
DE,76,256,4.89,36.5,20,119.0,7.5,4.55,8
RB,68,194,4.6,32.0,15,121.0,7.0,4.2,4
OLB,72,231,4.53,32.5,23,110.0,7.21,4.34,7
WR,77,205,4.63,33.5,17,114.0,7.06,4.16,8
TE,76,251,4.97,27.0,15,101.0,7.27,4.41,8
OLB,75,236,4.68,34.5,23,116.0,7.25,4.34,8
WR,76,219,4.69,31.0,18,114.0,7.59,4.25,8
ILB,74,236,4.83,35.5,19,120.0,6.56,4.09,4
RB,71,213,4.58,33.0,22,114.0,7.08,4.27,6
RB,69,210,4.59,36.0,17,115.0,6.87,4.21,8
CB,71,180,4.64,35.0,10,122.0,6.81,4.11,6
OLB,72,229,4.51,34.0,21,116.0,7.21,4.1,1
S,73,220,4.59,33.5,12,120.0,7.09,4.28,2
ILB,74,243,4.69,36.5,27,121.0,7.15,4.19,8
OLB,74,236,4.62,35.5,26,117.0,6.93,4.09,4
WR,71,196,4.49,38.0,16,123.0,6.65,3.88,8
DT,74,305,4.93,30.0,26,102.0,7.76,4.36,2
WR,75,210,4.38,39.5,17,128.0,6.86,4.05,1
OT,80,344,5.26,28.5,21,102.0,8.09,4.95,2
CB,76,192,4.67,37.0,7,120.0,6.79,4.13,8
C,76,308,5.37,32.0,34,104.0,7.68,4.63,3
DT,75,296,4.95,32.5,24,109.0,7.37,4.31,2
CB,73,211,4.43,35.0,15,116.0,7.25,4.22,4
RB,68,200,4.57,37.0,26,118.0,7.09,4.23,3
DE,75,268,4.88,31.5,20,114.0,7.4,4.36,8
CB,71,204,4.53,38.0,23,123.0,7.01,4.22,8
S,69,207,4.58,36.5,20,121.0,6.96,4.25,6
OT,78,375,5.3,30.0,29,102.0,8.23,4.98,1
RB,67,190,4.47,32.5,19,110.0,6.99,4.19,8
S,72,219,4.53,30.5,13,115.0,7.11,4.29,1
S,74,222,4.46,38.5,19,125.0,6.78,3.93,2
S,72,209,4.56,38.5,28,120.0,6.62,3.87,3
TE,76,245,4.92,33.5,17,116.0,7.09,4.1,7
OLB,73,231,4.68,38.0,25,122.0,7.09,4.21,3
S,72,210,4.63,38.5,23,121.0,7.03,4.24,7
QB,74,220,4.93,34.0,18,112.0,7.08,4.14,8
OLB,74,227,4.61,36.5,26,126.0,7.13,4.25,5
DT,72,299,5.13,30.5,25,109.0,7.68,4.59,2
WR,74,209,4.59,39.5,17,121.0,7.22,4.22,4
WR,73,213,4.53,40.5,17,131.0,6.84,4.11,8
CB,74,213,4.45,37.5,16,124.0,7.01,4.24,1
CB,69,192,4.43,37.0,15,127.0,6.83,4.07,8
OLB,74,236,4.67,34.5,32,123.0,7.0,4.08,1
ILB,73,243,4.89,30.0,19,112.0,7.23,4.34,4
WR,73,217,4.58,35.0,18,117.0,6.74,4.06,6
WR,72,208,4.57,30.5,17,119.0,7.38,4.1,8
TE,76,279,5.02,31.0,24,107.0,7.18,4.35,8
OT,78,314,5.18,30.0,27,106.0,7.65,4.5,5
QB,74,211,5.16,28.5,17,103.0,7.59,4.42,8
WR,73,216,4.72,33.5,18,114.0,7.35,4.33,2
QB,75,234,4.61,35.5,19,117.0,7.2,4.02,1
S,72,203,4.4,36.0,22,119.0,6.98,4.21,4
DE,78,277,4.73,34.0,25,116.0,7.14,4.31,1
OG,76,301,5.38,28.5,25,96.0,8.12,4.77,6
ILB,73,242,4.75,33.0,25,113.0,7.27,4.39,3
C,72,308,5.3,27.0,26,101.0,7.99,4.67,8
S,72,195,4.59,35.5,15,126.0,7.05,4.13,8
ILB,72,238,4.82,37.5,20,121.0,7.37,4.21,8
QB,74,218,4.73,35.5,18,114.0,7.36,4.4,8
WR,72,204,4.56,36.0,17,119.0,7.2,4.13,8
WR,72,197,4.51,42.5,16,126.0,6.96,4.16,3
DE,76,243,4.83,32.0,26,108.0,7.73,4.57,8
S,72,216,4.56,36.0,19,120.0,7.04,4.16,7
WR,77,198,4.7,36.3,16,115.0,7.42,4.28,8
WR,76,223,4.34,38.0,18,127.0,6.73,4.26,2
RB,74,238,4.61,36.0,20,118.0,7.29,4.39,8
C,75,301,5.16,27.0,26,102.0,7.81,4.69,5
OLB,75,236,4.68,35.0,18,116.0,7.48,4.66,8
RB,67,205,4.7,31.5,21,112.0,7.21,4.18,8
DT,74,309,5.22,31.0,29,103.0,7.85,4.75,8
CB,69,181,4.55,32.0,15,119.0,6.98,4.2,6
ILB,72,236,4.73,32.5,25,114.72,7.08,4.29,3
TE,76,254,4.63,35.5,17,118.0,7.47,4.53,5
OT,81,318,5.28,32.0,27,100.0,7.98,4.87,6
WR,71,186,4.42,36.0,15,122.0,6.76,3.99,3
OG,76,329,5.34,27.5,28,95.0,8.26,4.98,8
FB,71,235,4.56,38.5,21,116.0,7.25,4.37,5
CB,72,186,4.42,40.0,19,131.0,7.01,4.13,1
OG,76,334,5.63,22.5,22,90.0,8.35,5.1,8
RB,72,228,4.62,37.0,19,117.0,7.32,4.44,8
OG,78,310,5.26,28.0,22,96.0,8.1,4.97,5
OG,78,311,5.29,24.5,26,85.0,8.04,4.73,8
FB,73,233,4.71,32.5,21,113.0,7.18,4.29,7
WR,71,196,4.52,34.0,16,122.0,7.41,4.35,6
OG,75,324,5.83,23.5,28,94.0,9.12,5.54,8
CB,72,198,4.39,35.0,18,124.0,6.94,4.19,2
S,69,202,4.6,33.5,19,117.0,7.09,4.2,8
ILB,73,239,4.87,34.0,23,106.0,7.4,4.36,8
DT,73,307,5.2,27.0,26,100.0,7.8,4.79,5
OG,76,307,5.05,24.5,36,95.0,8.24,4.92,6
WR,74,213,4.52,35.5,17,116.0,7.05,4.16,5
WR,73,205,4.44,34.5,17,116.0,7.54,4.43,7
CB,69,194,4.32,35.0,16,129.0,6.9,3.96,5
ILB,72,251,4.86,27.5,19,109.0,7.37,4.44,6
CB,70,183,4.58,32.5,15,117.0,7.46,4.31,8
DE,74,267,4.78,32.0,19,105.0,7.23,4.32,6
DE,74,272,4.78,35.5,27,119.0,7.49,4.52,4
RB,67,195,4.48,38.0,21,123.0,7.03,4.08,4
FB,71,232,4.59,32.0,29,113.0,7.73,4.68,4
CB,70,192,4.49,36.0,18,118.0,6.82,4.0,4
OT,76,300,5.05,31.5,28,112.0,7.69,4.39,1
ILB,75,252,4.88,33.0,21,110.0,7.55,4.46,7
S,74,209,4.61,33.0,16,117.0,6.8,3.92,2
ILB,73,232,4.76,32.5,17,115.0,7.55,4.41,8
OT,79,310,5.2,35.5,26,107.0,7.98,4.65,1
ILB,73,238,4.75,30.5,20,107.0,7.57,4.35,3
DE,76,281,4.87,30.5,23,109.0,7.52,4.55,1
RB,70,222,4.6,34.0,29,115.0,7.38,4.42,8
TE,80,262,4.83,35.0,24,112.0,7.26,4.33,8
WR,74,200,4.51,38.0,16,125.0,6.72,3.95,7
ILB,72,252,4.86,33.0,29,117.0,7.26,4.33,2
OG,73,333,5.3,27.1,30,98.33,8.46,5.13,4
S,74,208,4.55,34.5,13,122.0,6.99,4.03,5
DE,74,277,5.08,32.0,20,120.0,7.55,4.36,8
WR,70,178,4.56,31.5,14,114.0,7.34,4.28,7
DE,74,267,4.86,30.0,24,106.0,7.68,4.52,6
OT,78,303,5.08,31.0,37,104.0,7.72,4.57,3
DE,76,266,4.86,37.0,14,114.0,7.69,4.5,2
ILB,74,242,4.71,32.5,20,113.0,7.53,4.54,4
OT,79,311,5.26,30.0,18,96.0,8.47,4.69,8
OT,75,289,5.28,24.5,17,97.0,8.27,4.89,8
DT,75,284,5.07,28.5,21,107.0,7.72,4.58,4
FB,71,260,4.9,29.0,20,103.0,7.47,4.49,4
TE,78,278,4.96,33.5,18,115.0,7.15,4.47,8
S,73,206,4.56,33.5,19,117.0,7.01,4.19,4
TE,76,272,4.78,30.5,19,109.0,7.44,4.51,2
OG,78,319,5.44,29.5,27,101.0,8.32,4.86,8
OG,75,312,5.73,26.0,21,95.0,8.57,5.09,8
WR,72,186,4.42,35.0,15,125.0,7.51,4.24,6
DE,76,273,4.75,36.5,23,121.0,7.45,4.51,2
S,71,204,4.46,38.0,16,127.0,6.88,3.96,2
C,76,299,5.42,28.0,20,106.0,7.99,4.73,4
DE,75,281,4.95,35.0,25,114.0,7.5,4.37,5
QB,75,213,4.77,30.0,17,101.0,6.92,4.1,6
DT,71,283,4.94,33.5,26,111.0,7.52,4.43,4
OT,78,316,5.14,31.0,28,103.0,7.95,4.62,7
C,75,297,5.43,28.5,27,101.0,8.26,4.56,5
DT,74,290,5.08,28.0,26,106.0,7.64,4.61,5
OT,78,333,5.57,27.0,17,92.0,8.44,4.86,8
TE,75,249,4.82,39.0,26,120.0,7.42,4.42,5
DT,76,327,4.98,30.0,23,106.0,7.78,4.69,5
CB,72,196,4.48,34.5,13,119.0,6.95,4.15,5
S,72,200,4.65,33.5,11,115.0,7.42,4.21,7
DT,75,305,4.97,26.0,30,95.0,7.53,4.56,8
FB,72,246,4.75,34.0,24,111.0,7.53,4.24,8
OT,77,300,5.16,28.5,20,93.0,7.86,4.51,8
OLB,74,235,4.64,34.0,17,114.0,6.9,4.15,8
RB,71,211,4.65,33.5,18,115.0,7.33,4.5,8
WR,71,215,4.49,32.0,18,119.0,7.32,4.26,5
OG,75,301,5.14,30.0,30,105.0,7.75,4.77,5
WR,69,198,4.68,32.0,16,109.0,7.27,4.23,8
CB,70,189,4.58,32.5,18,115.0,6.91,4.16,8
DT,73,303,5.05,28.5,26,107.0,7.77,4.66,8
CB,69,185,4.52,36.5,12,117.0,7.11,4.17,3
OG,74,304,5.06,29.5,27,107.0,7.59,4.4,3
S,73,202,4.45,38.5,22,123.0,7.09,4.17,2
ILB,73,227,4.99,31.0,19,110.0,7.6,4.44,8
DE,74,264,4.67,34.0,22,117.0,7.28,4.58,1
CB,70,201,4.57,37.0,15,126.0,6.88,4.09,4
DE,76,248,4.88,34.5,22,117.0,7.25,4.39,4
S,74,201,4.52,36.5,9,130.0,7.11,4.18,6
DE,79,257,4.93,34.5,16,115.0,7.36,4.39,7
ILB,73,253,4.69,37.0,25,117.0,7.32,4.24,2
WR,73,210,4.6,38.0,17,124.0,7.03,4.23,8
FB,74,240,4.65,32.5,22,114.0,7.29,4.26,7
DT,73,303,5.04,32.0,29,104.0,7.64,4.29,6
DE,74,285,5.0,32.0,22,104.0,7.71,4.57,5
WR,75,214,4.65,33.5,18,116.0,6.93,4.09,8
FB,73,255,4.73,31.5,21,114.0,7.78,4.32,4
OLB,72,228,4.65,30.0,19,106.0,7.49,4.39,8
TE,76,259,4.86,28.5,19,102.0,7.37,4.34,7
CB,70,189,4.37,41.0,15,136.0,6.88,3.83,1
S,74,220,4.65,33.5,17,119.0,7.08,4.16,5
OT,77,303,5.28,27.0,20,90.0,8.21,4.96,4
OT,78,308,5.35,26.5,23,94.0,8.65,5.03,8
WR,77,208,4.68,31.0,17,122.0,7.19,4.44,8
S,73,208,4.57,35.5,25,115.0,6.87,4.08,5
OLB,75,246,4.65,37.0,21,125.0,7.07,4.35,3
S,74,206,4.57,38.0,14,125.0,6.77,4.21,7
OT,78,311,5.32,26.0,26,95.0,8.43,4.98,8
OT,77,301,5.23,28.5,21,102.0,8.38,4.7,6
QB,76,249,4.99,30.5,21,101.0,7.42,4.36,3
TE,75,255,4.82,37.0,23,119.0,7.49,4.32,8
CB,69,203,4.63,34.0,18,117.0,7.12,4.26,8
ILB,72,240,4.95,33.5,19,116.0,7.62,4.36,8
C,74,295,5.2,27.5,27,99.0,8.16,4.65,8
QB,74,230,5.01,30.0,19,105.0,7.11,4.2,8
OT,78,327,5.42,26.5,21,92.0,8.2,4.87,6
CB,71,185,4.49,35.5,9,120.0,6.95,4.14,4
S,74,202,4.54,37.5,14,128.0,7.44,4.45,7
OT,77,303,5.37,28.5,24,100.0,8.48,4.94,8
OG,79,324,5.05,32.0,31,105.0,7.8,4.73,8
DT,74,297,5.21,31.5,25,111.0,7.73,4.72,6
S,72,216,4.64,36.5,18,112.0,7.13,4.3,6
WR,71,192,4.47,32.0,16,118.0,7.37,4.37,8
OG,77,307,5.09,30.5,18,94.0,8.56,5.13,8
OT,77,330,5.48,28.0,23,98.0,7.85,4.72,4
DT,74,312,5.16,28.5,28,99.0,8.12,5.0,4
OG,75,309,5.44,28.5,16,99.0,7.93,4.66,8
OLB,74,245,4.72,31.0,20,111.0,7.27,4.32,7
TE,76,251,4.65,39.5,28,120.0,7.09,4.31,3
QB,76,220,4.84,31.0,18,103.0,7.38,4.21,3
TE,75,258,4.62,37.0,26,122.0,6.74,4.25,2
TE,77,243,4.79,35.5,16,118.0,7.23,4.37,7
OT,76,296,5.14,32.5,24,114.0,7.62,4.75,3
OG,77,307,5.0,30.0,18,109.0,7.7,4.49,5
OG,76,317,5.48,27.5,27,103.0,8.54,5.08,8
OG,78,297,4.96,36.0,25,119.0,7.36,4.42,2
OT,77,302,4.99,35.0,32,115.0,7.83,4.62,2
TE,77,248,5.06,30.0,9,109.0,7.59,4.4,8
WR,74,203,4.68,39.0,17,122.0,6.91,4.16,8
CB,70,187,4.53,35.5,16,121.0,6.98,4.04,3
OG,76,303,5.23,28.5,25,103.0,7.81,4.51,6
OG,75,334,5.48,25.5,25,94.0,8.62,5.0,8
TE,76,248,5.01,31.0,17,113.0,7.47,4.53,8
OLB,74,240,4.58,35.5,29,123.0,7.01,4.22,2
CB,73,207,4.49,40.0,12,131.0,7.05,3.89,2
OLB,72,231,4.65,34.5,19,111.0,6.97,4.07,2
WR,73,202,4.67,36.0,16,119.0,6.99,4.23,5
CB,71,199,4.38,39.0,11,127.0,6.87,4.32,1
CB,70,188,4.34,35.0,16,123.0,7.25,4.2,6
OG,78,328,5.35,30.0,28,103.0,8.39,4.97,8
WR,70,193,4.66,34.5,16,115.0,7.01,4.11,5
TE,78,252,4.72,33.5,24,115.0,7.57,4.3,5
QB,71,196,4.56,38.0,16,127.0,6.98,4.14,4
CB,71,184,4.67,31.0,11,109.0,7.05,4.29,5
OT,79,321,5.14,31.5,20,107.0,7.61,4.5,3
TE,75,256,4.79,34.0,22,110.0,7.52,4.47,8
DE,77,275,5.03,27.0,22,109.0,8.59,4.82,8
RB,72,223,4.63,34.0,15,114.0,7.35,4.2,8
CB,73,204,4.38,38.0,9,125.0,7.14,4.13,4
OT,75,300,5.16,29.0,23,104.0,8.35,4.56,6
DE,74,273,4.76,33.0,22,112.0,7.22,4.32,2
ILB,72,229,4.8,29.0,27,111.0,7.32,4.34,5
OG,76,321,5.18,30.0,28,106.0,7.95,4.58,3
DE,75,271,4.91,34.5,29,114.0,7.45,4.4,6
RB,69,213,4.63,32.5,22,112.0,7.32,4.47,4
DE,74,263,4.7,32.0,29,113.0,7.53,4.47,3
OT,77,321,5.25,27.5,27,99.0,8.57,5.01,4
DE,77,304,4.81,30.0,23,112.0,7.66,5.04,1
OT,77,340,5.08,32.5,27,108.0,8.06,4.54,7
CB,70,192,4.48,38.0,15,122.0,7.18,4.05,2
QB,73,207,4.78,32.5,17,113.0,7.14,4.16,8
CB,73,197,4.47,35.5,10,128.0,6.78,3.96,1
TE,74,249,4.89,34.5,16,115.0,7.24,4.41,4
S,73,201,4.76,36.0,13,114.0,7.42,4.41,8
WR,77,214,4.54,39.0,18,121.0,6.9,4.25,7
WR,69,179,4.58,33.5,14,120.0,6.89,4.08,7
DE,75,254,4.65,33.0,21,118.0,7.32,4.36,5
CB,71,185,4.35,39.5,15,125.0,6.97,4.23,8
RB,72,210,4.64,32.0,17,114.0,7.41,4.43,8
DE,78,265,4.72,33.0,13,120.0,7.11,4.34,4
CB,72,209,4.59,38.0,21,123.0,7.37,4.34,8
TE,78,269,4.89,30.0,17,106.0,7.86,4.45,7
OT,76,366,5.49,25.0,27,98.0,8.25,4.85,1
OT,78,342,5.07,30.5,34,106.0,8.09,4.78,4
DT,77,308,5.2,27.0,20,101.0,7.55,4.42,4
DE,75,260,4.62,34.0,28,121.0,7.03,4.14,1
S,70,204,4.5,36.0,21,117.0,7.19,4.12,8
RB,71,212,4.37,38.5,25,117.0,7.07,4.26,2
WR,73,183,4.58,38.0,15,128.0,7.34,4.18,3
DT,75,303,5.09,30.0,33,109.0,7.44,4.38,7
OLB,74,230,4.6,34.0,14,112.0,7.12,4.05,7
DT,76,306,5.06,29.5,26,110.0,7.41,4.27,8
DT,73,306,5.09,26.5,19,104.0,7.88,4.85,8
WR,72,219,4.56,33.0,18,117.0,7.38,4.21,8
CB,69,187,4.43,33.0,15,124.0,7.24,4.44,8
S,71,209,4.67,36.0,15,120.0,6.75,4.08,5
OT,78,306,5.32,24.5,25,97.0,7.66,4.76,5
OLB,71,204,4.73,29.0,17,114.0,7.26,4.32,8
OT,79,320,5.11,30.5,27,105.0,7.96,4.92,6
DT,76,302,5.18,33.0,25,111.0,7.63,4.66,8
CB,70,195,4.34,41.0,15,128.0,6.96,4.19,1
DT,77,305,5.0,28.5,28,106.0,8.35,4.8,8
RB,71,224,4.51,34.5,22,112.0,7.17,4.12,8
OT,79,294,5.17,27.5,27,107.0,7.53,4.37,6
C,76,297,5.25,29.8,19,85.0,8.31,4.98,8
OT,79,313,5.44,27.0,22,101.0,7.56,4.4,6
DT,78,351,5.28,22.0,30,86.0,8.75,4.94,8
OLB,75,253,4.71,33.0,23,115.0,7.31,4.08,4
OG,79,315,5.51,30.0,24,100.0,8.09,4.88,8
